Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Measure_Description,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON ,MOUNT PLEASANT,TX,75455,Titus,-0.055606663729009805,0.0,3552.0,-0.04427325161065635,0,3552,,Not Available,Not Available,0.435251425414921,232,238,0.6333834684663034,232,238,0.443384027107372,226,229,0.3549688932956255,226,229,,Not Available,Not Available,-1.3486953943795645,0,18,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.27428732180399307,93,106,-1.6751796029508699,13,28
450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD ,NORTH RICHLAND HILLS,TX,76180,Tarrant,-0.055606663729009805,0.0,1722.0,-0.04427325161065635,0,1722,,Not Available,Not Available,0.312886497110752,99,104,0.48143190457554097,98,104,0.5070707071457397,88,88,0.44404585298775223,88,88,1.13731447970514,37,37,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.7382948352579394,46,46,1.0257869969115876,32,32
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY ,PASADENA,TX,77504,Harris,-0.05521438586699092,1.4,7978.0,-0.04309308469442703,6.47,7978,0.3680440667496491,19,23,0.4865485132629564,379,385,0.6782676227232668,379,385,0.5070707071457397,518,518,0.44404585298775223,535,535,1.0420127950982432,71,73,-0.5051508614049935,17,73,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.23483562850914774,32,61,-1.201385372442665,11,61,0.23719699854258502,249,287,0.3255363969472468,420,491
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA ,PAMPA,TX,79065,Gray,-0.055606663729009805,0.0,1819.0,-0.04427325161065635,0,1819,,Not Available,Not Available,0.5191435378330626,104,105,0.5730703861835083,101,105,0.22801609384785473,115,122,0.44404585298775223,124,124,0.3811616974591765,18,23,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.8388969467863616,12,18,,Not Available,Not Available,0.6731975332073042,57,58,1.0257869969115876,21,21
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD ,EDINBURG,TX,78539,Hidalgo,-0.054822108004972045,8.48,21599.0,-0.04230630675027414,23.52,21599,,Not Available,Not Available,0.43257970208950264,1060,1088,0.21399715212779932,963,1088,0.32913692932862143,316,328,0.380128034582715,316,319,-0.6243754200537404,76,154,-0.80758095373379,23,154,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.47890010551157564,32,65,-0.6604250278272538,16,65,0.6232391386103048,414,427,0.9257511969166818,191,195
450130,NIX HEALTH CARE SYSTEM,414 NAVARRO SUITE 600,SAN ANTONIO,TX,78205,Bexar,-0.055606663729009805,3.58,215016.0,-0.04427325161065635,.17,215016,,Not Available,Not Available,-0.05100221981125175,517,585,0.20791908957216837,517,585,0.06758399909471463,664,730,0.44404585298775223,728,728,-1.6598247451440042,28,143,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,-0.42071755217043943,55,110,-0.6661711923375844,27,110,0.6573016803809862,366,374,1.0257869969115876,305,305
450147,DE TAR HOSPITAL NAVARRO,506 E SAN ANTONIO ST ,VICTORIA,TX,77902,Victoria,-0.055606663729009805,0.0,2367.0,-0.04427325161065635,0,2367,,Not Available,Not Available,0.5068536105361371,168,170,0.6689167572530659,167,170,0.4458148164218134,157,159,0.44404585298775223,159,159,0.6155899289374557,17,20,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.2457371497371182,20,34,0.6989533191881044,14,34,0.6270238654737141,66,68,0.7256795969268701,15,16
450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST ,PARIS,TX,75460,Lamar,-0.055606663729009805,0.0,3102.0,-0.04427325161065635,0,3102,0.43896382970367237,11,13,0.5699062810160147,254,254,0.4566521110795089,238,254,0.4861659190415424,231,232,0.44404585298775223,233,233,-0.18195300100274414,36,58,0.5245602194222738,30,58,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.4512651303707413,24,39,,Not Available,Not Available,0.3435478234043781,103,115,0.825715396921776,25,26
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET ,TEXARKANA,TX,75501,Bowie,-0.055606663729009805,0.0,2586.0,-0.04427325161065635,0,2586,-2.5467229071965427,0,20,-0.49397394716564347,181,226,-0.38679595433259994,171,226,0.2114867265096523,247,263,-0.1767729576909616,239,263,0.3644665118346105,28,36,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.09461363456533643,25,44,,Not Available,Not Available,0.6270238654737141,132,136,0.9257511969166818,160,163
450203,WEATHERFORD REGIONAL MEDICAL CENTER,713 E ANDERSON ST ,WEATHERFORD,TX,76086,Parker,-0.055606663729009805,0.0,1294.0,-0.04427325161065635,0,1294,,Not Available,Not Available,0.4539534886928504,90,92,0.19202261827282757,81,92,0.5070707071457397,99,99,0.44404585298775223,102,102,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.566089762972829,21,22,0.5256079969370585,36,40
450209,NORTHWEST TEXAS HOSPITAL,1501 COULTER ROAD ,AMARILLO,TX,79106,Potter,-0.05521438586699092,5.16,28297.0,-0.04230630675027414,36.84,28297,,Not Available,Not Available,0.29952788048365936,1033,1088,0.510419587533163,1032,1088,0.3967128722700954,559,572,0.38420789533197286,562,567,0.8274100965491356,317,348,1.388387489127878,263,348,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.41013890610841464,180,359,-0.3493112636250673,102,359,0.49569384331342115,365,390,0.8757332969192289,620,637
450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH ,WHARTON,TX,77488,Wharton,-0.055606663729009805,0.0,4143.0,-0.04427325161065635,0,4143,,Not Available,Not Available,-0.5564922729804371,453,574,-0.24232508281799803,452,574,-1.176493972036449,236,361,0.3311697055916226,355,361,-0.9826262782475502,66,169,0.04429398896959837,65,169,Assessment of Patient Experience of Care,Not Available,Not Available,Not Available,-0.6005545352248599,50,105,-0.8837045630858152,23,105,,Not Available,Not Available,,Not Available,Not Available
450237,CHRISTUS SANTA ROSA HOSPITAL,333 N. SANTA ROSA STREET ,SAN ANTONIO,TX,78207,Bexar,-0.05442983014295316,3.3,4036.0,-0.04151952880612126,6.3,4036,,Not Available,Not Available,0.26693285591355337,316,335,0.4861073373106411,316,335,0.22266835735608342,306,325,0.40188729191208894,322,324,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,-0.04290876424098499,33,60,0.054562013386741874,20,60,0.6031800862342375,162,168,0.6256437969319644,121,131
450271,WISE REGIONAL HEALTH SYSTEM,609 MEDICAL CENTER DRIVE  ,DECATUR,TX,76234,Wise,-0.055606663729009805,0.33,4074.0,-0.04427325161065635,0,4074,0.5172931201305038,33,38,-2.2199072153860135,195,408,-1.7356582984090592,191,408,0.4832489718642131,410,412,0.44404585298775223,410,410,-0.9861044419193346,74,190,-0.9100812125709749,23,190,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.8388969467863616,52,78,0.265528338980309,28,78,0.04304051044970186,160,196,-0.374714203017094,41,57
450289,HARRIS HEALTH SYSTEM,2525 HOLLY HALL ROAD #144 ,HOUSTON,TX,77054,Harris,-0.05442983014295316,5.3,6483.0,-0.00650791029131802,149.08,6483,,0,0,0.5496011837428342,260,261,0.5899019440298696,252,261,-0.4671896500824172,395,494,-0.13529437340684164,451,493,-0.4713362184952196,129,240,0.4622632423198152,120,240,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.13919507154101177,31,54,-1.0092993016687557,11,54,0.44460003065739906,297,322,0.6256437969319644,54,59
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75 ,DENISON,TX,75020,Grayson,-0.05521438586699092,5.02,17847.0,-0.042699695722350585,15.12,17847,-0.42971505782271985,15,25,-0.19153486672826614,379,442,-0.15863483685970092,356,442,0.37191882126279174,560,576,0.39712745437128877,572,576,-0.3433397953735478,232,404,-0.4522708692133716,100,404,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,-0.04593123454442056,194,353,-0.7047525826212331,85,353,0.6406488821819867,302,310,-0.6748216030018114,67,102
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST ,RICHMOND,TX,77469,Fort Bend,-0.055606663729009805,0.23,4200.0,-0.04348647366650347,2.25,4200,0.9255228004180891,62,63,0.5357082224506575,311,313,0.7212816038861903,311,313,0.4871382347673195,243,244,0.44404585298775223,280,280,0.9404504158821338,50,53,1.1797650541801097,37,53,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.097636104868772,29,51,1.0207385317666193,23,51,0.7114232745277355,140,141,1.0257869969115876,45,45
450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET ,BEAUMONT,TX,77701,Jefferson,-0.05442983014295316,9.65,15042.0,-0.037192250113280416,64.37,15042,,Not Available,Not Available,-1.3558718919456612,426,666,-0.9759004789552475,420,666,0.285382721668674,314,329,0.21625362782086407,317,328,0.24620894699393517,119,160,0.6886330719072377,90,160,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.9152143219481118,67,99,0.5520156838525072,39,99,0.5895550695259645,293,305,0.8757332969192289,110,113
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD ,GREENVILLE,TX,75401,Hunt,,0.0,0.0,-0.04387986263857991,.77,4925,0.393448160942135,20,24,0.5068536105361371,334,338,0.5160301068152837,321,338,0.45505181581669174,464,469,0.42976634036535066,466,467,-0.6268101346239895,102,207,-0.1415103671557581,69,207,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.06967825456199257,74,131,-0.36326623457872753,37,131,0.4771486816827166,108,116,0.42557219694215265,478,544
450358,THE  METHODIST HOSPITAL,6565 FANNIN ,HOUSTON,TX,77030,Harris,-0.054037552280934285,5.6,5498.0,-0.036798861141203974,25.73,5515,,Not Available,Not Available,-1.4803741989101646,591,959,-2.3883487082290724,315,959,-0.07534641259444597,338,384,-0.10469541778740867,353,384,-1.019842629535645,49,129,-0.8151869800079273,19,129,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.5819869709943328,62,98,-0.1687175218718193,30,98,0.7030968754282352,319,322,1.0257869969115876,91,91
450388,METHODIST HOSPITAL,DIVISION ADDRESS: 8109 FREDERICKSBURG ROAD,SAN ANTONIO,TX,78229,Bexar,-0.055606663729009805,0.0,3005.0,-0.04427325161065635,0,3005,,Not Available,Not Available,0.4160150174719076,236,243,0.558576544704697,233,243,0.5070707071457397,206,206,0.44404585298775223,206,206,0.5961122123754621,38,45,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.3187091794294866,38,74,-0.79587033414219,17,74,0.7083954930370078,126,127,0.4755900969396055,17,19
450400,PARKVIEW REGIONAL HOSPITAL,600 SOUTH BONHAM STREET ,MEXIA,TX,76667,Limestone,-0.055606663729009805,0.0,1197.0,-0.04427325161065635,0,1197,,Not Available,Not Available,0.514334435847309,95,96,0.7025798729457886,95,96,0.5070707071457397,90,90,0.3685684291264847,89,90,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,0.18648165857290402,41,48,,Not Available,Not Available
450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE ,MCKINNEY,TX,75069,Collin,-0.054822108004972045,8.32,14924.0,-0.04427325161065635,1.52,14924,0.9138792572465331,51,52,0.5699062810160147,421,421,0.7512043733908328,421,421,0.5070707071457397,557,557,0.44404585298775223,557,557,1.031578304082889,287,296,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.714652789179555,154,334,-0.34684862169206837,95,334,0.7144510560184627,317,319,0.8757332969192289,89,92
450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD ,BAYTOWN,TX,77521,Harris,-0.055606663729009805,0.05,2628.0,-0.04427325161065635,0,2628,,Not Available,Not Available,0.5116627125218906,182,184,-2.4505319636059077,58,184,0.1969019906230034,308,329,0.011580613566435515,309,330,0.40168286312270507,164,208,0.9671585102316023,133,208,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.2540489430715661,33,56,-0.18923953798014292,17,56,0.48093340854612593,137,147,0.8757332969192289,260,269
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET ,BAY CITY,TX,77414,Matagorda,-0.054822108004972045,1.42,2435.0,-0.04427325161065635,0,2435,,Not Available,Not Available,-0.16107722081849526,101,117,0.11160517522910043,101,117,0.42928544908361166,123,125,0.11493708588096378,118,124,-2.340849192079421,0,20,-1.3486953943795645,0,20,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.26613882428530894,13,22,,Not Available,Not Available,0.2652039773318116,56,64,-0.07460680303237649,25,32
450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE ,SHERMAN,TX,75091,Grayson,-0.055606663729009805,0.0,3955.0,-0.04427325161065635,0,3955,0.8457821714250088,75,78,0.4096028814909029,452,466,0.530523948294095,444,466,0.4730396567435584,427,430,0.44404585298775223,434,434,1.1251409068538942,283,284,-1.0042510616793425,27,284,Assessment of Patient Experience of Care,No,Paper or Other Form,No,-1.1763351280293481,46,115,-1.2539217336799735,20,115,0.6796315688750996,191,194,0.4755900969396055,48,54
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD ,KILGORE,TX,75662,Gregg,-0.055606663729009805,0.0,4333.0,-0.04427325161065635,0,4333,0.8281404393468935,22,23,0.5041818872107187,321,325,0.693696550749098,321,325,0.3427493494894939,314,325,0.3182501465523067,319,325,-1.6132173519420911,68,325,-0.7579606870882271,53,325,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,2.2126096996978575,28,33,,Not Available,Not Available,0.013898113601452548,131,162,-1.8752512029406814,54,130
450508,MEMORIAL HOSPITAL,1204 MOUND ST. ,NACOGDOCHES,TX,75961,Nacogdoches,-0.055606663729009805,0.0,1118.0,-0.04427325161065635,0,1118,,0,0,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,-0.800991652327391,58,71,-2.340849192079421,0,17,-1.3486953943795645,0,17,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.2515789606235391,61,70,1.0257869969115876,28,28
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD. ,PORT ARTHUR,TX,77640,Jefferson,-0.055606663729009805,0.03,3768.0,-0.04427325161065635,0,3768,,Not Available,Not Available,-0.20489348335535879,336,393,-0.2956250159981424,305,393,0.06223626260294333,437,481,-0.45896332618128666,418,482,0.7533252103401241,137,154,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,1.4683263874768326,54,72,0.9665604092406446,32,72,0.18156151365047246,313,367,-0.7248395029992644,13,20
450537,METHODIST RICHARDSON MEDICAL CENTER,401 W CAMPBELL RD ,RICHARDSON,TX,75080,Dallas,-0.051683885108821,41.39,18017.0,-0.0419129177781977,26.42,18017,-1.7041537831457614,32,134,0.5474638050824989,945,949,0.7217491471597006,943,949,-0.2576556111775591,375,445,0.22985316365172231,430,444,-0.12908491319161872,124,195,0.787149221743684,115,195,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.0595323509098809,63,115,0.10217309075805259,39,115,0.12781839219006427,312,372,0.9757690969141347,168,169
450584,WILBARGER GENERAL HOSPITAL,920 HILLCREST DR ,VERNON,TX,76384,Wilbarger,-0.055606663729009805,0.0,1101.0,-0.04427325161065635,0,1101,,0,0,0.5699062810160147,89,89,-1.1923730145903952,52,89,0.5070707071457397,85,85,0.44404585298775223,83,83,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.1777767867870631,23,27,0.42557219694215265,15,17
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR ,BROWNWOOD,TX,76801,Brown,-0.055606663729009805,0.0,198.0,-0.04427325161065635,0,198,,0,0,0.3561684149825323,24,25,0.5641870639868176,24,25,0.5070707071457397,18,18,0.44404585298775223,18,18,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,1.0257869969115876,13,13
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE ,ARANSAS PASS,TX,78336,San Patricio,-0.055606663729009805,0.0,1305.0,-0.04387986263857991,.25,1305,,Not Available,Not Available,0.5699062810160147,162,162,0.7512043733908328,162,162,0.5070707071457397,162,162,0.40188729191208894,161,162,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Non-Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.7382948352579394,68,68,1.0257869969115876,24,24
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD ,WEBSTER,TX,77598,Harris,-0.055606663729009805,0.0,9483.0,-0.04427325161065635,0,9483,,Not Available,Not Available,0.5506698730730013,278,279,0.7343728155444714,278,279,0.5070707071457397,489,489,0.44404585298775223,490,490,0.851409425884449,67,73,1.4792976126901871,57,73,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,1.5945145226452706,46,60,1.2858829798861606,29,60,0.5793363069947604,228,238,0.5256079969370585,102,113
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY ,BEDFORD,TX,76022,Tarrant,-0.054037552280934285,14.83,15052.0,-0.04427325161065635,.93,15052,,Not Available,Not Available,-2.199067773447749,637,1322,-2.459882829076108,414,1322,-1.2328882841314925,296,461,0.4052871758698045,522,525,0.018389226492046513,175,258,-0.21141337053235415,81,258,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.5313605934117858,77,123,0.58895531284749,49,123,0.7382948352579394,325,325,0.9257511969166818,79,81
450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE ,HOUSTON,TX,77082,Harris,-0.055606663729009805,0.0,5896.0,-0.04427325161065635,0,5896,0.710293669065084,24,26,0.5699062810160147,335,335,0.7512043733908328,335,335,0.5070707071457397,321,321,0.44404585298775223,321,321,1.13731447970514,34,34,1.5274691124263904,27,34,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,-0.17967554547144765,25,47,-0.7605724664358734,11,47,0.6656280794804861,153,156,0.27551849694979386,103,121
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH ,TOMBALL,TX,77375,Harris,-0.055606663729009805,0.0,1505.0,-0.04427325161065635,0,1505,,0,0,0.2594520306023814,162,172,0.45197667834440813,161,172,0.5070707071457397,176,176,0.44404585298775223,173,173,0.7804548869800437,35,39,0.3228194272939629,18,39,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,0.7882705692038147,33,50,-0.8754957566424857,11,50,0.5607911453640563,61,64,-2.775573402894834,17,72
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271 ,TYLER,TX,75708,Smith,-0.05325299655689652,0.99,694.0,-0.04427325161065635,0,6594,,Not Available,Not Available,0.49563237256937953,496,503,0.4907827700457419,475,503,0.2683671964675837,465,489,0.44404585298775223,492,492,-0.19690910479141774,45,73,0.4868922797789268,37,73,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.5381611515945157,42,67,0.014338861814427954,22,67,-0.12045969004956762,167,216,1.0257869969115876,88,88
